,"Levels","IEF_2011","HDI_2010","#mobile/100c","WGI_2011va","WGI_2011npv","WGI_2011ge",,"GNI pc","Precipitation model","Yield loss","Clim. disaster","Seal level %area","Annual fresh water","Rural %pop","#Doctors/nurse","Seal level %pop","Access water San.","Depth hunger","Infant mort.","$ppp/area"
"KGZ","KYRGYZSTAN","61,10620","0,59838","#N/A","22,27488","26,41509","#NAME?",,"2.291,22883","-1,52000","9,82000","0,00215","0,00000","21,70075","63,72000","10,74200","0,00000","86,58907","70,00000","33,30000","1000"
"LAO","LAOS","51,25109","0,49682","32,58698","4,26540","43,86792","#NAME?",,"2.320,99621","-1,02000","38,94000","0,99143","0,00000","1,57546","69,12000","1,73000","0,00000","36,33655","250,00000","47,50000","1000"
"LVA","LATVIA","65,82618","0,76902","98,58373","70,14218","61,32075","#NAME?",,"12.944,17784","6,72000","13,56000","0,00003","1,50000","1,79211","31,88000","11,34800","5,00000","86,79225","0,00000","7,90000","6,47612"
"LBN","LEBANON","60,05692","..","34,02676","35,54502","8,96226","#NAME?",,"13.474,62538","-16,19500","44,93000","0,03907","0,20000","27,29167","13,04000","7,68800","1,10000","98,87767","160,00000","11,85000","167,80935"
"LSO","LESOTHO","47,53067","0,42715","28,34936","44,07583","56,60377","#NAME?",,"2.021,14913","-7,39500","63,06000","1,16089","0,00000","0,95602","74,54000","0,72000","0,00000",,"110,00000","63,10000","1000"
"LBR","LIBERIA","46,49492","0,29993","19,29667","37,91469","16,50943","#NAME?",,"319,80896","6,67000","54,41000","0,47299","0,00000","0,05500","39,86000","0,19800","0,00000",,"310,00000","100,42000","1,37062"
"LBY","LIBYA","38,58913","0,75496","76,70577","2,84360","68,86792","#NAME?",,"17.067,62944","-14,76000","59,90000","0,00000","0,80000","200,00000","22,46000","6,10000","2,00000","73,31650","80,00000","15,27000","3,80510"
"LIE","LIECHTENSTEIN","n/a","0,89138","95,42788","95,73460","100,00000","#NAME?",,"81.011,41698","4,55000","8,32000","0,00000",,,"85,68000",,,,"0,00000","1,76000","1000"
"LTU","LITHUANIA","71,25774","0,78327","149,56718","73,45972","70,75472","#NAME?",,"14.823,71945","6,17500","13,56000","0,21893","0,20000","1,73522","33,04000","15,68800","1,00000","79,28610","190,00000","6,10000","18,93078"
"LUX","LUXEMBOURG","76,23258","0,85207","144,68433","97,63033","96,22642","#NAME?",,"51.109,18548","-5,17500","8,32000","0,00000","0,00000",,"17,56000","14,86400","0,00000","100,00000","100,00000","1,90000","1000"
"MAC","MACAO SAR, CHINA","73,14121","#N/A","177,23964","66,82464","66,50943","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"MKD","MACEDONIA","65,96242","0,70120","#N/A","53,08057","37,26415","#NAME?",,"9.486,85769","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"MDG","MADAGASCAR","61,22702","0,43473","25,30089","29,38389","23,58491","#NAME?",,"953,05926","-6,85000","43,59000","0,58809","1,10000","4,43917","70,48000","0,52200","1,20000","4,92763","260,00000","68,07000","0,75161"
"MWI","MALAWI","55,80498","0,38472","11,99635","41,70616","42,45283","#NAME?",,"910,96874","-0,44500","52,08000","2,96607","0,00000","6,25774","81,20000","0,62800","0,00000","56,86366","290,00000","64,70000","1000"
"MYS","MALAYSIA","66,28395","0,74388","102,58627","31,27962","46,69811","#NAME?",,"13.926,86210","0,20500","37,44000","0,01442","7,10000","1,55517","29,64000","2,77000","15,40000","95,77093","130,00000","5,92000","10,37521"
"MDV","MALDIVES","48,34058","0,60208","142,81588","43,60190","39,15094","#NAME?",,"5.408,09544","0,57000","33,36000","0,09660","100,00000","11,24667","62,14000","4,54000","100,00000","62,33697","80,00000","24,20000","4,38574"
"MLI","MALI","56,28994","0,30939","27,06656","54,02844","34,90566","#NAME?",,"1.171,30506","4,95000","59,23000","0,27744","0,00000","10,91000","67,82000","0,59800","0,00000","34,65304","210,00000","102,50000","1000"
"MLT","MALTA","65,70547","0,81456","93,61233","88,62559","86,32075","#NAME?",,"21.004,33052","-16,62000","8,32000","0,00000","0,00000","100,00000","5,74000","12,53200","3,70000","100,00000","20,00000","5,50000","136,65185"
"MHL","MARSHALL ISLANDS","#N/A","..","1,67596","86,25592","99,05660","#NAME?",,"..","10,29000","33,36000","0,12500",,,"28,92000","3,92000",,,,"29,53000","0,00000"
"MTQ","MARTINIQUE","#N/A","#N/A","#N/A","65,40284","60,84906","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"MRT","MAURITANIA","52,08847","0,43348","65,06887","19,90521","13,67925","#NAME?",,"2.118,31725","-19,07500","56,74000","1,98024","0,10000","200,00000","59,00000","0,78000","7,20000","22,86853","130,00000","74,60000","0,20972"
"MUS","MAURITIUS","76,24276","0,70068","81,43246","70,61611","68,39623","#NAME?",,"13.343,58074","-8,98000","33,36000","0,04374","0,00000","26,35405","57,52000","5,72000","0,00000","96,63300","230,00000","15,10000","75,38202"
"MEX","MEXICO","67,75408","0,75045","70,80865","53,55450","22,16981","#NAME?",,"13.971,40932","-12,90000","58,90000","0,06384","3,00000","19,12469","22,80000","6,68600","3,10000","85,02748","230,00000","15,30000","10,28989"
"FSM","MICRONESIA","50,30073","0,61440","#N/A","81,99052","94,33962","#NAME?",,"3.265,55373",,"33,36000","0,35172",,,"77,46000","4,93000",,,,"32,23000","0,00000"
"MDA","MOLDOVA","55,74436","0,62338","66,69887","38,86256","27,83019","#NAME?",,"3.149,33251","-1,10000","13,56000","0,61113","1,30000","200,00000","58,24000","11,39600","1,00000","79,59480","180,00000","15,22000","7,04743"
"MCO","MONACO ","#N/A","..","#N/A","74,40758","87,26415","#NAME?",,"..","-3,17000","8,32000","0,00000",,,"0,00000","25,81000",,,,"3,40000","0,00000"
"MNG","MONGOLIA","59,49432","0,62199","66,75630","49,28910","55,18868","#NAME?",,"3.619,27231","15,61000","12,15000","1,03336","0,00000","1,26437","42,82000","8,47000","0,00000","47,80371","260,00000","33,50000","1000"
"MNP","MONTENEGRO","62,51899","0,76868","118,10189","55,92417","66,03774","#NAME?",,"12.490,82361","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"MAR","MOROCCO","59,56110","0,56666","72,18873","26,54028","30,18868","#NAME?",,"4.627,56542","-19,18500","64,89000","0,01489","0,30000","43,44828","43,98000","1,84800","5,00000","69,63215","230,00000","32,32000","11,80570"
"MOZ","MOZAMBIQUE","56,75108","0,28432","19,68055","46,91943","63,67925","#NAME?",,"854,08847","-1,89500","36,11000","2,12967","2,00000","0,62812","63,16000","0,26400","6,20000","11,27946","280,00000","90,40000","0,34273"
"MMR","MYANMAR","#N/A","0,45096","0,74125","0,47393","6,60377","#NAME?",,"1.595,53332","-1,51500","65,39000","0,01882","2,60000","3,77356","67,42000","0,92000","9,10000","72,65761","300,00000","70,64000","0,47192"
"NAM","NAMIBIA","62,74561","0,60620","49,39306","56,87204","75,00000","#NAME?",,"6.323,10526","-22,08000","78,04000","0,89170","0,10000","4,87013","63,16000","3,66000","0,00000","57,48965","140,00000","31,40000","2,41294"
"NRU","NAURU","#N/A","..","#N/A","83,41232","99,05660","#NAME?",,"..","14,96000","33,36000","0,00000","100,00000",,,,"100,00000",,,,"0,00000"
"NPL","NEPAL","50,14180","0,42846","14,57851","30,33175","5,18868","#NAME?",,"1.200,78769","6,56500","28,79000","0,28252","0,00000","5,13623","82,76000","0,64000","0,00000","49,55203","190,00000","40,84000","1000"
"NLD","NETHERLANDS","74,68254","0,89021","125,42570","98,10427","83,01887","#NAME?",,"40.657,78494","0,15500","11,65000","0,01716","57,50000","72,18182","18,18000","21,57200","63,00000","100,00000","130,00000","4,00000","15,25303"
"ANT","NETHERLANDS ANTILLES","#N/A","#N/A",,"58,29384","82,54717","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"NCL","NEW CALEDONIA","#N/A","#N/A","79,63925","..","41,03774","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"NZL","NEW ZEALAND","82,34742","0,90683","108,22460","96,68246","84,90566","#NAME?",,"25.437,50074","7,89000","-3,66000","0,00738","2,50000","0,64526","13,44000","12,56000","12,50000","100,00000","40,00000","4,90000","9,10687"
"NIC","NICARAGUA","58,80491","0,56516","54,84072","32,22749","27,35849","#NAME?",,"2.567,40447","-3,99500","39,43000","0,52204","5,50000","0,68515","43,26000","1,81000","1,80000","52,71586","320,00000","22,87000","1,46771"
"NER","NIGER","54,34108","0,26135","12,90524","28,43602","14,15094","#NAME?",,"675,38196","-5,68000","56,74000","1,32081","0,00000","62,28571","83,46000","0,23800","0,00000","0,00000","250,00000","78,72000","1000"
"NGA","NIGERIA","56,70393","0,42270","41,65568","24,64455","4,24528","#NAME?",,"2.156,49692","14,59000","30,78000","0,04462","0,50000","3,62443","51,64000","1,82000","0,40000","15,02864","190,00000","95,80000","10,02057"
"NIU","NIUE","#N/A","#N/A","#N/A","37,44076","93,86792","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"NOR","NORWAY","70,27701","0,93756","110,12283","100,00000","91,50943","#NAME?",,"58.809,52530","12,64500","-18,14000","0,00140","2,10000","0,57330","22,52000","22,61800","3,70000","100,00000","110,00000","2,90000","13,13842"
"OMN","OMAN","69,81874","..","115,58103","16,11374","75,47170","#NAME?",,"25.652,91391","12,36500","44,93000","0,00006","0,80000","94,35714","28,38000","7,18000","1,00000","77,18758",,"10,30000","8,60279"
"PAK","PAKISTAN","55,10683","0,49028","52,98835","20,85308","0,47170","#NAME?",,"2.678,25925","23,89000","50,58000","0,29210","2,20000","200,00000","63,84000","1,86400","1,10000","67,81029","280,00000","71,91000","10,97267"
"PCI","PALAU","#N/A","..","60,20098","91,46919","99,05660","#NAME?",,,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"PAN","PANAMA","64,93199","0,75464","115,19417","65,87678","49,52830","#NAME?",,"13.346,85359","4,84000","39,43000","0,06901","6,30000","0,55623","26,80000","5,77000","6,40000","78,51310","190,00000","19,25000","5,82734"
"PNG","PAPUA NEW GUINEA","52,64539","0,43143","9,12295","52,60664","25,47170","#NAME?",,"2.227,09565","8,25000","38,94000","0,21461","7,60000","0,00886","87,46000","0,63000","3,70000","19,13580",,"52,57000","0,85280"
"PRY","PARAGUAY","62,25530","0,63984","95,45570","41,23223","17,45283","#NAME?",,"4.585,31950","0,74500","71,55000","0,18304","0,00000","0,52128","39,70000","3,91000","0,00000","63,33740","210,00000","23,96000","1000"
"PER","PERU","68,61204","0,72268","72,65684","50,23697","17,92453","#NAME?",,"8.424,21140","6,29500","50,92000","0,44633","0,50000","1,24567","28,60000","3,01000","1,90000","70,49421","250,00000","21,91000","21,47072"
"PHL","PHILIPPINES","56,19494","0,63813","75,39385","45,02370","10,84906","#NAME?",,"4.002,08352","2,41500","38,94000","0,97309","5,70000","5,95407","35,08000","3,99000","8,20000","81,61984","240,00000","25,72000","7,85429"
"POL","POLAND","64,10034","0,79482","115,21440","80,09479","80,18868","#NAME?",,"17.803,05673","5,53000","7,82000","0,00694","0,90000","30,22388","38,68000","8,92400","0,60000","79,25326","200,00000","5,80000","64,96080"
"PRT","PORTUGAL","64,00581","0,79490","140,35978","89,09953","74,52830","#NAME?",,"22.105,18967","-19,42000","15,97000","0,01601","1,90000","29,63158","40,54000","11,24000","4,60000","98,57676","110,00000","2,90000","83,70728"
"PRI","PUERTO RICO","#N/A","#N/A",,"74,88152","58,01887","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"QAT","QATAR","70,45263","0,80278","131,39433","23,22275","88,67925","#NAME?",,"79.426,34951","29,89500","44,93000","0,00000","18,20000","200,00000","4,36000","10,45400","13,70000","100,00000",,"9,21000","13,27210"
"REU","REUNION","#N/A","#N/A","#N/A","88,15166","60,84906","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"ROM","ROMANIA","64,71487","0,76721","#N/A","59,71564","58,49057","#NAME?",,"12.843,69724","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"RUS","RUSSIA","50,46783","0,71865","140,55818","22,74882","21,69811","#NAME?",,"15.258,16094","16,95500","12,81000","0,02568","1,90000","1,77800","27,16000","16,67000","2,60000","90,11862","210,00000","11,94000","4,05974"
"RWA","RWANDA","62,66758","0,38540","13,60641","10,90047","33,49057","#NAME?",,"1.190,34253","5,22000","65,89000","0,33708","0,00000","1,57895","81,66000","0,46800","0,00000","26,61771","330,00000","71,60000","1000"
"SAM","SAMOA","60,64629","..","69,32448","64,45498","86,79245","#NAME?",,"4.126,12922","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"SMR","SAN MARINO","#N/A","..","77,34201","89,57346","99,05660","#NAME?",,"..","-5,10500","8,32000",,,,"5,78000",,,,,"1,20000","1000"
"STP","SAO TOME AND PRINCIPE","49,49245","0,48765","30,59173","54,97630","52,83019","#NAME?",,"1.917,62575","9,78500","54,41000","0,70992",,,"39,44000","2,53000",,"45,28233","110,00000","63,60000","1,68373"
"SAU","SAUDI ARABIA","66,16303","0,75183","145,12033","3,79147","32,54717","#NAME?",,"24.726,00516","2,47500","36,44000","0,00098","0,40000","200,00000","17,58000","6,21400","0,60000","86,16046","130,00000","18,40000","25,76338"
"SEN","SENEGAL","55,72324","0,41111","44,13277","38,38863","38,67925","#NAME?",,"1.815,77696","-9,34000","86,36000","0,37548","3,30000","8,60853","57,62000","0,36800","9,30000","39,76837","170,00000","56,90000","0,90175"
"YUG","SERBIA","57,96220","0,73521","130,86364","57,81991","28,30189","#NAME?",,"10.449,36570","-10,87000",,,,,,,,,,,"1000"
"SYC","SEYCHELLES","51,19810","..","107,49804","49,76303","71,69811","#NAME?",,"19.128,37419","0,43000","33,36000","0,10716","30,00000",,"45,66000","10,95000","26,00000",,"160,00000","10,70000","28,93258"
"SLE","SIERRA LEONE","49,58468","0,31747","18,14436","39,81043","31,60377","#NAME?",,"808,72198","14,08000","54,41000","0,05270","4,60000","0,23750","62,24000","0,26200","7,50000","9,53888","390,00000","123,38000","0,32941"
"SGP","SINGAPORE","87,18068","0,84611","131,74154","34,59716","90,09434","#NAME?",,"48.893,18953","-4,75500","38,94000","0,00000","16,70000",,"0,00000","7,24000","10,40000","100,00000",,"2,30000","1.236,26174"
"SVK","SLOVAKIA","69,49483","0,81844","102,09774","72,51185","78,77358","#NAME?",,"21.657,78464","1,62000","8,32000","0,01088","0,00000",,"43,44000","13,01000","0,00000","100,00000","90,00000","6,60000","1000"
"SVN","SLOVENIA","64,56360","0,82796","101,66144","76,30332","77,35849","#NAME?",,"25.857,02986","-1,34000","14,31000","0,00000","0,00000",,"51,40000","12,05800","0,00000","100,00000","200,00000","2,90000","1.053,44664"
"SLB","SOLOMON ISLANDS","45,92237","0,49420","5,87461","55,45024","55,66038","#NAME?",,"2.171,55725","8,28500","33,36000","0,72475","22,20000",,"82,04000","1,06000","13,40000","35,97856","130,00000","29,68000","0,22144"
"SOM","SOMALIA","#N/A","..","7,02417","1,89573","0,00000","#NAME?",,"..","7,43500","27,62000","0,70636",,"54,96667","63,48000","0,26000",,,,"119,16000","0,00000"
"ZAF","SOUTH AFRICA","62,71040","0,59744","92,22630","66,35071","44,33962","#NAME?",,"9.812,12542","-9,48500","55,57000","0,18973","0,20000","27,89286","39,26000","5,62000","0,50000","70,95766","210,00000","47,90000","169,70315"
"ESP","SPAIN","70,15233","0,86344","109,04780","87,20379","38,20755","#NAME?",,"29.661,15525","-15,10500","14,81000","0,17081","0,90000","32,04137","22,88000","15,19400","0,00000","100,00000","120,00000","3,50000","136,02861"
"LKA","SRI LANKA","57,07659","0,65819","54,98284","31,75355","11,79245","#NAME?",,"4.886,32437","5,34500","33,44000","0,93062","7,90000","25,22000","84,90000","2,30000","7,70000","76,62642","250,00000","13,09000","9,06517"
"KNA","ST. KITTS AND NEVIS","#N/A","#N/A","162,63489","80,56872","90,56604","#NAME?",,"#N/A","-10,68500","65,39000","0,32455","100,00000",,"67,68000","7,22000","100,00000",,"180,00000","13,66000","9,91467"
"LCA","ST. LUCIA","#N/A","#N/A","99,64480","90,99526","72,64151","#NAME?",,"#N/A","-14,19500","65,39000","0,59996","18,20000",,"72,16000","12,62000","7,70000",,"140,00000","13,10000","48,41438"
"VCT","ST. VINCENT AND THE GRENADINES","#N/A","#N/A","119,22798","84,36019","79,24528","#NAME?",,"#N/A","-11,62000","65,39000","0,20784","30,30000",,"52,96000","3,88000","12,40000",,"0,00000","11,90000","12,69107"
"SDN","SUDAN","n/a","0,37873","29,00152","6,16114","1,41509","#NAME?",,"2.051,14248","19,63500","93,34000","1,14082","0,00000","124,40000","56,56000","1,11000","0,00000","37,66206","240,00000","69,65000","12,60141"
"SUR","SURINAME","53,06622","0,64594","80,75725","58,76777","50,47170","#NAME?",,"7.092,90164","-14,11500","42,68000","0,00000","5,70000","0,76136","25,08000","2,52000","34,60000","83,00244","180,00000","24,56000","0,29147"
"SWZ","SWAZILAND","59,06572","0,49794","45,52385","12,79621","45,28302","#NAME?",,"5.132,02684","-2,69500","63,06000","1,78237","0,00000","39,46970","75,06000","4,56000","0,00000","37,45888","220,00000","58,80000","1000"
"SWE","SWEDEN","71,86953","0,88491","118,13914","98,57820","88,20755","#NAME?",,"36.936,27306","12,92500","-18,14000","0,00000","1,60000","1,73099","15,46000","17,40600","3,50000","100,00000","130,00000","2,30000","28,85686"
"CHE","SWITZERLAND","81,94760","0,87449","116,33217","99,52607","92,45283","#NAME?",,"39.849,09179","3,67000","8,32000","0,00041","0,00000","6,36139","26,52000","18,69000","0,00000","100,00000","120,00000","4,00000","1000"
"SYR","SYRIA","51,27431","0,58896","34,28433","5,68720","22,64151","#NAME?",,"4.759,93453","-19,76500","44,93000","0,04510","0,00000","200,00000","45,78000","3,00000","0,10000","86,02790","130,00000","14,32000","560,43617"
"TWN","TAIWAN, CHINA","70,79768","#N/A","#N/A","72,03791","65,09434","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"TJK","TAJIKISTAN","53,49783","0,57975","53,73721","10,42654","16,03774","#NAME?",,"2.019,87544","-5,71000","9,82000","0,67229","0,00000","18,03922","73,54000","8,60000","0,00000","67,06239","190,00000","54,14000","1000"
"TZA","TANZANIA","56,96597","0,39825","30,61580","43,12796","47,64151","#NAME?",,"1.344,28532","3,35000","40,27000","0,43710","0,80000","6,17143","74,48000","0,31600","3,80000","23,60869","280,00000","66,80000","8,59015"
"THA","THAILAND","64,73100","0,65413","92,00672","34,12322","14,62264","#NAME?",,"8.000,61553","-1,97000","43,59000","0,67239","3,80000","41,45714","66,68000","3,43000","18,60000","96,03119","210,00000","12,51000","8,63487"
"TMP","TIMOR-LESTE","42,84354","0,50169","#N/A","51,18483","29,24528","#NAME?",,"5.303,20131","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"TGO","TOGO","49,05849","0,42814","23,99190","18,48341","37,73585","#NAME?",,"843,78336","18,15000","54,41000","0,17625","0,00000","1,46957","58,00000","0,43600","0,00000","15,27246","280,00000","63,70000","6,96385"
"TON","TONGA","55,81795","0,67663","48,73414","48,34123","51,88679","#NAME?",,"4.038,39359","2,51000","33,36000","1,74432","82,40000",,"75,22000","3,74000","85,30000",,,"16,70000","1,49094"
"TTO","TRINIDAD AND TOBAGO","66,45422","0,73557","112,87037","61,13744","44,81132","#NAME?",,"24.233,26607","-12,18500","65,39000","0,00140","8,20000","8,07292","86,78000","5,22000","3,90000","90,33825","290,00000","31,10000","26,67401"
"TUN","TUNISIA","58,50997","0,68252","83,29135","11,37441","53,30189","#NAME?",,"7.979,30974","-20,78500","59,90000","0,02363","2,50000","62,93206","33,50000","5,26000","5,30000","86,41008","190,00000","18,30000","9,28002"
"TUR","TURKEY","64,21159","0,67866","89,05469","44,54976","18,86792","#NAME?",,"13.359,23715","-21,33500","26,96000","0,02685","0,60000","17,66520","31,32000","4,60200","1,50000","90,67979","170,00000","19,92000","56,83723"
"TKM","TURKMENISTAN","43,58843","0,66935","22,50666","1,42180","50,94340","#NAME?",,"7.052,08853","-7,35000","9,82000","0,00010","8,20000","200,00000","51,38000","13,91600","4,80000","54,53771","170,00000","43,10000","1000"
"TUV","TUVALU","#N/A","..",,"71,09005","97,16981","#NAME?",,"..","9,21500","33,36000",,,,,,,,,,"0,00000"
"UGA","UGANDA","61,72368","0,42158","27,02372","32,70142","15,09434","#NAME?",,"1.224,06345","11,54500","27,95000","0,19059","0,00000",,"87,02000","0,78400","0,00000","31,36731","190,00000","84,50000","1000"
"UKR","UKRAINE","45,76345","0,70993","120,39911","47,39336","34,43396","#NAME?",,"6.535,13966","0,98500","8,65000","0,04852","2,00000","70,67797","32,02000","13,88000","1,10000","93,48562","130,00000","13,66000","13,32636"
"ARE","UNITED ARAB EMIRATES","67,78067","0,81526","208,64817","24,17062","80,66038","#NAME?",,"58.005,79915","21,13000","44,93000","0,00000","2,40000","200,00000","22,12000","7,27000","1,30000","98,31650","390,00000","7,05000","18,62536"
"GBR","UNITED KINGDOM","74,52579","0,84897","125,98061","91,94313","54,71698","#NAME?",,"35.087,16206","3,12000","6,49000","0,00864","5,00000","6,57931","10,06000","16,52000","6,50000","100,00000","110,00000","4,90000","66,60698"
"USA","UNITED STATES","77,83920","0,90165","88,87064","85,78199","58,96226","#NAME?",,"47.093,85302","3,01000","7,49000","0,02790","2,30000","17,11750","18,30000","14,71400","6,20000","99,13793","100,00000","6,70000","41,85314"
"URY","URUGUAY","70,00085","0,76543","105,21180","84,83412","78,30189","#NAME?",,"13.808,43507","12,68500","40,60000","0,01685","3,00000","5,33898","7,70000","9,21200","3,80000","100,00000","0,00000","11,70000","3,87221"
"UZB","UZBEKISTAN","45,83558","0,61746","46,62030","2,36967","18,39623","#NAME?",,"3.084,89359","-0,10500","20,13000","0,04834","0,20000","200,00000","63,18000","15,05400","0,00000","87,41050","240,00000","33,66000","1000"
"VUT","VANUATU","56,70000","..","15,39343","67,77251","92,92453","#NAME?",,"3.908,22268","2,79500","33,36000","1,42795","14,70000",,"75,24000","2,63000","10,10000",,"150,00000","27,14000","0,69917"
"VEN","VENEZUELA","37,64369","0,69642","96,95307","27,01422","11,32075","#NAME?",,"11.846,23491","4,37500","53,08000","0,03511","4,60000","1,15856","6,68000","4,54000","3,40000","83,52297","190,00000","15,80000","6,26255"
"VNM","VIETNAM","51,57840","0,57199","81,19634","7,58294","51,41509","#NAME?",,"2.994,75669","0,08500","25,12000","0,87625","15,30000","19,47885","72,16000","1,68000","36,90000","73,46260","280,00000","11,81000","1,66056"
"VIR","VIRGIN ISLANDS (U.S.)","#N/A","#N/A","#N/A","#N/A","#N/A","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"WBG","WEST BANK GAZA","#N/A","#N/A","#N/A","20,37915","3,77358","#NAME?",,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"YEM","YEMEN","54,22122","0,43947","16,14488","11,84834","2,35849","#NAME?",,"2.386,62811","7,22500","46,92000","0,02077","0,50000","161,90476","69,36000","1,30000","0,40000","40,38662","270,00000","52,64000","11,39027"
"ZMB","ZAMBIA","59,71000","0,39488","28,04233","39,33649","64,15094","#NAME?",,"1.358,51558","-9,06000","65,89000","1,18484","0,00000","2,16958","64,58000","1,67000","0,00000","36,85708","330,00000","92,00000","1000"
"ZWE","ZIMBABWE","22,12000","0,14008","13,27720","6,63507","9,90566","#NAME?",,"176,16527","-7,29000","63,06000","2,33305","0,00000","4,20500","-0,65345","1,04000","0,00000","53,31766","310,00000","61,50000","1000"
,,,,,,,,,"#N/A",,,,,,,,,,,,
,"MISSING","40,000000000000000","47,000000000000000","19,000000000000000","2,000000000000000","1,000000000000000","213,000000000000000","213,000000000000000","35,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","29,000000000000000","69,000000000000000"
,,,,,,,,,"#N/A",,,,,,,,,,,,
,"Median","60,05692","0,67299","79,05498","50,00000","50,00000","50,00000","0,00000","7.258,47429","0,31750","38,94000","0,09482","2,00000","7,35563","42,82000","4,56000","3,20000","80,60732","190,00000","20,69000","9,96762"
,"AVERAGE","60,26855","0,63754","77,42711","50,01565","50,25810","50,23583","#DIV/0!","13.263,15484","-0,26627","36,58984","0,42241","8,87069","36,45841","44,26526","6,63496","9,83563","70,82356","184,28571","33,22378","72,04304"
,"STDev","10,88419","0,18439","45,58233","29,08990","29,03996","29,04011","#NUM!","15.144,95693","10,89496","24,67472","0,62832","20,76969","60,26250","23,41645","6,08068","20,82816","29,15873","89,87009","31,97279","275,84342"
